Number,Total Cites,name,score
8035,"3,472",Advances in Civil Engineering,1.924
8036,924,"Career Development and Transition for Exceptional
Individuals",1.923
8036,855,International Journal of Design,1.923
8036,855,International Journal of Design,1.923
8039,"1,302",COASTAL MANAGEMENT,1.922
8039,"1,302",COASTAL MANAGEMENT,1.922
8041,"1,858","INTERNATIONAL JOURNAL OF MEDICINAL
MUSHROOMS",1.921
8041,"1,929","JOURNAL OF LABELLED COMPOUNDS &
RADIOPHARMACEUTICALS",1.921
8043,"9,609",MATERIALS SCIENCE AND TECHNOLOGY,1.920
8044,633,THEORY IN BIOSCIENCES,1.919
8045,"1,180",Facial Plastic Surgery Clinics of North America,1.918
8045,"1,564","INDIAN JOURNAL OF BIOCHEMISTRY &
BIOPHYSICS",1.918
8045,948,Journal of Hospice & Palliative Nursing,1.918
8045,948,Journal of Hospice & Palliative Nursing,1.918
8049,"1,123",Carbon Letters,1.917
8049,"1,560",DISCOURSE STUDIES,1.917
8049,"4,177",ECOLOGICAL RESEARCH,1.917
8049,470,International Multilingual Research Journal,1.917
8049,"13,922","JOURNAL OF PHYSICS B-ATOMIC MOLECULAR
AND OPTICAL PHYSICS",1.917
8049,538,Migration Studies,1.917
8055,"2,135","COMMUNICATIONS ON PURE AND APPLIED
ANALYSIS",1.916
8055,"2,334",POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,1.916
8057,"1,135",Australian Social Work,1.915
8057,"3,972",METEOROLOGISCHE ZEITSCHRIFT,1.915
8057,"1,434",PHYSICS AND CHEMISTRY OF LIQUIDS,1.915
8057,"24,807",WATER SCIENCE AND TECHNOLOGY,1.915
8061,"1,825",IET Science Measurement & Technology,1.914
8061,"1,164",Journal of Spectroscopy,1.914
8063,"6,456",JOURNAL OF AOAC INTERNATIONAL,1.913
8063,614,Journal of Economic Methodology,1.913
8065,"6,881",BEHAVIORAL NEUROSCIENCE,1.912
8065,"6,840",JOURNAL OF MONEY CREDIT AND BANKING,1.912
8065,804,Journal of Grey System,1.912
8068,"2,311",ECONOMIC HISTORY REVIEW,1.911
8068,406,Journal of the Economics of Ageing,1.911
8068,"1,572",POWDER METALLURGY,1.911
8068,600,Rivista di Psichiatria,1.911
8068,600,Rivista di Psichiatria,1.911
8068,632,SALAMANDRA,1.911
8074,"2,499","ADVANCES IN COMPUTATIONAL
MATHEMATICS",1.910
8074,"1,110",Software and Systems Modeling,1.910
8076,138,ACM Transactions on Privacy and Security,1.909
8076,624,BIOREMEDIATION JOURNAL,1.909
8076,999,CROSS-CULTURAL RESEARCH,1.909
8076,629,CURRENT PROBLEMS IN SURGERY,1.909
8076,"1,096",JOURNAL OF ADULT DEVELOPMENT,1.909
8076,"4,302",Journal of Ophthalmology,1.909
8076,593,"MEDICAL LETTER ON DRUGS AND
THERAPEUTICS",1.909
8076,"3,377",RUSSIAN MATHEMATICAL SURVEYS,1.909
8084,448,Evolving Systems,1.908
8084,"4,327",XENOBIOTICA,1.908
8086,"3,372",ENVIRONMENTAL ENGINEERING SCIENCE,1.907
8086,"8,363",EUROPEAN JOURNAL OF PLANT PATHOLOGY,1.907
8086,"2,329",HAND CLINICS,1.907
8086,"1,512","INTERNATIONAL JOURNAL OF PEST
MANAGEMENT",1.907
8086,"2,659",SOCIOLOGICAL FORUM,1.907
8091,"2,222",NEUROPATHOLOGY,1.906
8092,889,Annals of Public and Cooperative Economics,1.905
8092,"6,701",Interactive Cardiovascular and Thoracic Surgery,1.905
8092,"2,651",JOURNAL OF PEPTIDE SCIENCE,1.905
8092,"2,126",Managerial Auditing Journal,1.905
8092,"1,409",NEW CARBON MATERIALS,1.905
8097,"2,077",AIDS EDUCATION AND PREVENTION,1.904
8097,"1,136",European Journal of General Practice,1.904
8097,"2,192",JOURNAL OF AEROSPACE ENGINEERING,1.904
8097,"4,056",JOURNAL OF DAIRY RESEARCH,1.904
8097,"1,263",Journal of Advanced Prosthodontics,1.904
8097,"1,041",Tourist Studies,1.904
8103,609,Aslib Journal of Information Management,1.903
8103,609,Aslib Journal of Information Management,1.903
8103,"1,663",Cognitive Processing,1.903
8103,657,Language and Intercultural Communication,1.903
8107,"5,553",BIOMEDICAL CHROMATOGRAPHY,1.902
8107,"2,751",JOURNAL OF SURFACTANTS AND DETERGENTS,1.902
8107,"6,780",TOXICOLOGIC PATHOLOGY,1.902
8110,917,Epidemiologia & Prevenzione,1.901
8110,917,Epidemiologia & Prevenzione,1.901
8110,"3,378",JOURNAL OF PERINATAL MEDICINE,1.901
8110,"7,215",SOLID-STATE ELECTRONICS,1.901
8114,786,AUSTRALIAN FORESTRY,1.900
8114,561,Applied Spatial Analysis and Policy,1.900
8114,953,Clothing and Textiles Research Journal,1.900
8114,"2,311",ENVIRONMETRICS,1.900
8114,"1,064",Games and Culture,1.900
8114,186,International Journal of Optomechatronics,1.900
8114,"2,285","JOURNAL OF INTERVENTIONAL CARDIAC
ELECTROPHYSIOLOGY",1.900
8114,960,Journal of Water and Climate Change,1.900
8114,"3,354",PERSONAL RELATIONSHIPS,1.900
8123,"1,550",COMPUTER SPEECH AND LANGUAGE,1.899
8123,"2,352",IRANIAN POLYMER JOURNAL,1.899
8125,"2,097",BIOETHICS,1.898
8125,"2,097",BIOETHICS,1.898
8125,"3,287",JOURNAL OF RELIGION & HEALTH,1.898
8125,"7,557",RADIATION MEASUREMENTS,1.898
8129,"5,157",ETHOLOGY,1.897
8129,"1,081",Journal of Web Semantics,1.897
8131,"3,520",ANAIS BRASILEIROS DE DERMATOLOGIA,1.896
8131,"1,416",COMPARATIVE EDUCATION REVIEW,1.896
8133,"12,896",EUPHYTICA,1.895
8133,"17,785","JOURNAL OF ORAL AND MAXILLOFACIAL
SURGERY",1.895
8133,883,LIBRARY QUARTERLY,1.895
8133,"2,337","PROSTHETICS AND ORTHOTICS
INTERNATIONAL",1.895
8137,"2,020",FISHERIES MANAGEMENT AND ECOLOGY,1.894
8137,234,Journal of the Belgian Society of Radiology,1.894
8137,"1,915",KYKLOS,1.894
8137,"1,970",Metabolic Syndrome and Related Disorders,1.894
8137,"1,840",PHARMACEUTICAL STATISTICS,1.894
8137,"1,357",SPE Production & Operations,1.894
8143,930,Current Analytical Chemistry,1.892
8143,189,TWMS Journal of Pure and Applied Mathematics,1.892
8145,"5,057","ANNALS OF THE ROYAL COLLEGE OF
SURGEONS OF ENGLAND",1.891
8145,"4,416",GENES TO CELLS,1.891
8145,692,Journal of Contemporary Accounting & Economics,1.891
8145,945,"Proceedings of the Institution of Mechanical Engineers
Part O-Journal of Risk and Reliability",1.891
8149,"1,488",BIOCHEMICAL GENETICS,1.890
8149,"4,257",EUROPEAN PHYSICAL JOURNAL E,1.890
8149,"2,640",PROTEIN AND PEPTIDE LETTERS,1.890
8152,"3,412","IBM JOURNAL OF RESEARCH AND
DEVELOPMENT",1.889
8152,489,Journal of Biological Research-Thessaloniki,1.889
8152,445,Journal of Vibration Engineering & Technologies,1.889
8152,"50,118",MEDICINE,1.889
8156,"2,091",JOURNAL OF CARDIOVASCULAR SURGERY,1.888
8156,"1,128","JOURNAL OF INTELLIGENT INFORMATION
SYSTEMS",1.888
8156,"1,103",Romanian Journal of Physics,1.888
8159,"1,072",DYSLEXIA,1.887
8159,"4,198",PROPELLANTS EXPLOSIVES PYROTECHNICS,1.887
8159,"3,146",STRUCTURAL CHEMISTRY,1.887
8162,"5,643",ACTA GEOLOGICA SINICA-ENGLISH EDITION,1.886
8162,"3,946",ARCHAEOMETRY,1.886
8162,597,Journal of Special Education Technology,1.886
8162,"17,414",VISION RESEARCH,1.886
8166,"1,817",AQUATIC LIVING RESOURCES,1.885
8166,926,International Journal of Analytical Chemistry,1.885
8168,"5,374",BRITISH JOURNAL OF SOCIAL WORK,1.884
8168,"4,501",WEED TECHNOLOGY,1.884
8170,"1,750",Critical Sociology,1.883
8170,578,International Journal of Computerized Dentistry,1.883
8170,"4,272",JOURNAL OF COMMUNITY HEALTH,1.883
8173,"3,013",CANADIAN JOURNAL OF OPHTHALMOLOGY- JOURNAL CANADIEN D OPHTALMOLOGIE,1.882
8173,"2,150",Ecological Complexity,1.882
8173,"1,180","GEOARCHAEOLOGY-AN INTERNATIONAL
JOURNAL",1.882
8173,"5,056",MECHANISMS OF DEVELOPMENT,1.882
8173,"2,348","PROCEEDINGS OF THE INSTITUTION OF
MECHANICAL ENGINEERS PART A-JOURNAL OF
POWER AND ENERGY",1.882
8178,"1,548","GEOGRAFISKA ANNALER SERIES A-PHYSICAL
GEOGRAPHY",1.881
8178,"11,079","JOURNAL OF MICROMECHANICS AND
MICROENGINEERING",1.881
8178,"4,328",PHYSIOLOGICAL RESEARCH,1.881
8181,"6,238",ANNALES GEOPHYSICAE,1.880
8181,334,International Review of Economics Education,1.880
8181,"4,442",JOURNAL OF THE TEXTILE INSTITUTE,1.880
8181,"7,814",LIPIDS,1.880
8185,76,BSGF-Earth Sciences Bulletin,1.879
8185,745,CYBERNETICS AND SYSTEMS,1.879
8185,"4,798","JOURNAL OF IRRIGATION AND DRAINAGE
ENGINEERING",1.879
8188,"1,235","AFRICAN DEVELOPMENT REVIEW-REVUE
AFRICAINE DE DEVELOPPEMENT",1.878
8188,"4,506","Journal of Laparoendoscopic & Advanced Surgical
Techniques",1.878
8190,831,OUTLOOK ON AGRICULTURE,1.877
8190,725,SIAM Journal on Financial Mathematics,1.877
8190,725,SIAM Journal on Financial Mathematics,1.877
8193,"7,916",CLINICAL NEUROLOGY AND NEUROSURGERY,1.876
8193,"1,725",Clinical Spine Surgery,1.876
8193,"1,410",Computational Economics,1.876
8193,"1,410",Computational Economics,1.876
8197,"1,622",BIORHEOLOGY,1.875
8197,"1,480",GEOLOGICA CARPATHICA,1.875
8197,422,Journal of Integrative Environmental Sciences,1.875
8197,"1,752",PACKAGING TECHNOLOGY AND SCIENCE,1.875
8197,"1,258",SEMINARS IN ULTRASOUND CT AND MRI,1.875
8197,"2,298","STEREOTACTIC AND FUNCTIONAL
NEUROSURGERY",1.875
8197,"2,655",VISUAL COGNITION,1.875
8204,"1,699","Electronic Journal of Qualitative Theory of Differential
Equations",1.874
8204,"2,235",INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,1.874
8204,"3,444",PEDIATRIC DENTISTRY,1.874
8204,"1,669",THEORY & PSYCHOLOGY,1.874
8208,373,Folia Horticulturae,1.873
8209,"4,008",ANNALS OF APPLIED PROBABILITY,1.872
8209,"5,909",ANZ JOURNAL OF SURGERY,1.872
8209,"1,350",American Economic Journal-Microeconomics,1.872
8209,667,Journal of Hip Preservation Surgery,1.872
8209,923,Journal of Linguistic Anthropology,1.872
8214,"1,169",Cognitive Neuropsychiatry,1.871
8214,"1,169",Cognitive Neuropsychiatry,1.871
8214,"2,539","JOURNAL OF ECONOMICS & MANAGEMENT
STRATEGY",1.871
8214,"4,163",JOURNAL OF EDUCATIONAL RESEARCH,1.871
8214,899,Journal of Oral & Facial Pain and Headache,1.871
8219,817,Geriatric Orthopaedic Surgery & Rehabilitation,1.870
8219,"1,419","INQUIRY-AN INTERDISCIPLINARY JOURNAL OF
PHILOSOPHY",1.870
8221,"2,852",CARDIOLOGY,1.869
8221,"1,691","FULLERENES NANOTUBES AND CARBON
NANOSTRUCTURES",1.869
8221,"14,744",NUCLEAR ENGINEERING AND DESIGN,1.869
8224,"4,055",RUBBER CHEMISTRY AND TECHNOLOGY,1.868
8225,789,"Innovation-The European Journal of Social Science
Research",1.867
8226,"1,119",Cardiology Research and Practice,1.866
8226,889,Security Journal,1.866
8228,"1,238",LEARNING DISABILITY QUARTERLY,1.865
8228,"1,179","Methodology-European Journal of Research Methods for
the Behavioral and Social Sciences",1.865
8230,"2,723","Earth and Environmental Science Transactions of the
Royal Society of Edinburgh",1.864
8230,"3,141",INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,1.864
8230,494,Interpreting,1.864
8230,"5,341","JOURNAL OF THE ROYAL STATISTICAL
SOCIETY SERIES C-APPLIED STATISTICS",1.864
8230,"16,054",PHILOSOPHICAL MAGAZINE,1.864
8235,"3,158",AURIS NASUS LARYNX,1.863
8235,551,Communication Culture & Critique,1.863
8235,"2,275",MAMMALIAN BIOLOGY,1.863
8238,"5,568",AMERICAN JOURNAL OF PERINATOLOGY,1.862
8238,"2,616",CUAJ-Canadian Urological Association Journal,1.862
8238,"1,392",Child and Adolescent Social Work Journal,1.862
8238,"2,247",International Heart Journal,1.862
8238,"1,150",International Journal of Cultural Studies,1.862
8238,"2,031",POLITICAL THEORY,1.862
8244,"7,661","TRANSACTIONS OF THE AMERICAN FISHERIES
SOCIETY",1.861
8245,"6,500",JOURNAL OF ENVIRONMENTAL ENGINEERING,1.860
8245,"7,841",SIAM JOURNAL ON MATHEMATICAL ANALYSIS,1.860
8247,"1,110",Annals of Surgical Treatment and Research,1.859
8247,"1,154",International Communication Gazette,1.859
8247,728,JOURNAL OF IBERIAN GEOLOGY,1.859
8250,"1,548",MYCOBIOLOGY,1.858
8250,"4,285",SINGAPORE MEDICAL JOURNAL,1.858
8252,471,HERPETOLOGICAL MONOGRAPHS,1.857
8252,"3,808",JOURNAL OF INSECT SCIENCE,1.857
8252,"2,697",Nursing & Health Sciences,1.857
8252,"2,697",Nursing & Health Sciences,1.857
8252,142,"PFG-Journal of Photogrammetry Remote Sensing and
Geoinformation Science",1.857
8257,"1,939",Australian Occupational Therapy Journal,1.856
8257,"1,973",BIOLOGICALS,1.856
8257,631,IRBM,1.856
8260,"1,042","JOURNAL OF COMPUTING AND INFORMATION
SCIENCE IN ENGINEERING",1.855
8260,155,Journal of Nonlinear and Variational Analysis,1.855
8262,"2,463",AUDIOLOGY AND NEURO-OTOLOGY,1.854
8262,608,"MATHEMATICAL MEDICINE AND BIOLOGY-A
JOURNAL OF THE IMA",1.854
8262,"6,906",PLANT ECOLOGY,1.854
8265,"1,737",AMERICAN JOURNAL OF MEDICAL QUALITY,1.852
8265,980,BEHAVIORAL INTERVENTIONS,1.852
8265,676,Italian Journal of Geosciences,1.852
8265,"3,361",Journal of Research in Medical Sciences,1.852
8265,399,Oral Radiology,1.852
8265,861,REVISTA ARGENTINA DE MICROBIOLOGIA,1.852
8265,"1,482",Turkish Journal of Gastroenterology,1.852
8272,"1,879",ANNALES DE L INSTITUT HENRI POINCARE- PROBABILITES ET STATISTIQUES,1.851
8272,961,Canadian Water Resources Journal,1.851
8272,169,IEEE Transactions on Games,1.851
8272,"2,543","INTERNATIONAL JOURNAL OF LAW AND
PSYCHIATRY",1.851
8276,"1,832",AGING NEUROPSYCHOLOGY AND COGNITION,1.850
8276,"3,145","ANNALS OF THE MISSOURI BOTANICAL
GARDEN",1.850
8276,430,Arts & Health,1.850
8276,"2,657",DISCOURSE & SOCIETY,1.850
8276,746,Physical Mesomechanics,1.850
8281,"3,211",EVALUATION AND PROGRAM PLANNING,1.849
8281,"13,801","JOURNAL OF THE AMERICAN OIL CHEMISTS
SOCIETY",1.849
8283,"1,515",EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,1.848
8283,"5,334",INDIAN JOURNAL OF OPHTHALMOLOGY,1.848
8283,"1,488",STRAIN,1.848
8283,"3,731","TOHOKU JOURNAL OF EXPERIMENTAL
MEDICINE",1.848
8287,"2,721",ETHNICITY & DISEASE,1.847
8287,"1,673",IET Nanobiotechnology,1.847
8289,368,Asia Europe Journal,1.846
8289,"2,667","REVISTA DO INSTITUTO DE MEDICINA
TROPICAL DE SAO PAULO",1.846
8291,"1,309",Acta Naturae,1.845
8291,886,Advances in Condensed Matter Physics,1.845
8291,"4,287",Journal of Burn Care & Research,1.845
8291,654,Politics Groups and Identities,1.845
8295,"7,075",ENVIRONMENTAL BIOLOGY OF FISHES,1.844
8295,203,International Journal of Unconventional Computing,1.844
8297,"2,766",BOTANICA MARINA,1.843
8297,"1,341",CLINICAL EEG AND NEUROSCIENCE,1.843
8297,"1,890","International Journal of Occupational Medicine and
Environmental Health",1.843
8297,"1,402",JOURNAL OF ELECTRONIC PACKAGING,1.843
8297,"4,184",JOURNAL OF MEMBRANE BIOLOGY,1.843
8297,630,Journal of Human Development and Capabilities,1.843
8303,"1,509",Horticulture Environment and Biotechnology,1.842
8303,"2,685","NEW ZEALAND JOURNAL OF MARINE AND
FRESHWATER RESEARCH",1.842
8305,871,Palaeoworld,1.841
8306,"3,869","INTERNATIONAL JOURNAL OF PERIODONTICS
& RESTORATIVE DENTISTRY",1.840
8306,"1,876","INTERNATIONAL JOURNAL OF SELECTION AND
ASSESSMENT",1.840
8306,"1,678","JOURNAL FOR THE THEORY OF SOCIAL
BEHAVIOUR",1.840
8306,"2,773",JOURNAL OF OCEANOGRAPHY,1.840
8306,"49,404","JOURNAL OF THE ACOUSTICAL SOCIETY OF
AMERICA",1.840
8311,"1,801",AMPHIBIA-REPTILIA,1.839
8311,817,Asia Pacific Viewpoint,1.839
8311,815,Asian Journal of Communication,1.839
8311,"1,201",Genes & Genomics,1.839
8311,"1,503",JOURNAL OF COASTAL CONSERVATION,1.839
8316,"3,309",APPLIED PSYCHOLINGUISTICS,1.838
8316,711,Critical Criminology,1.838
8316,"7,554","JOURNAL OF THE BRAZILIAN CHEMICAL
SOCIETY",1.838
8319,"14,144",NEUROREPORT,1.837
8319,"1,308",Postepy Dermatologii i Alergologii,1.837
8321,"1,361",ELECTRICAL ENGINEERING,1.836
8321,780,Evidence & Policy,1.836
8321,"2,262",GEO-MARINE LETTERS,1.836
8321,"1,381",INTERNATIONAL FORESTRY REVIEW,1.836
8321,"5,887","JOURNAL OF COMPARATIVE PHYSIOLOGY A- NEUROETHOLOGY SENSORY NEURAL AND
BEHAVIORAL PHYSIOLOGY",1.836
8321,"1,861",Journal of Emergency Nursing,1.836
8321,"1,861",Journal of Emergency Nursing,1.836
8321,813,Journal of Photonics for Energy,1.836
8321,"1,518",iForest-Biogeosciences and Forestry,1.836
8330,"11,793",APPLIED ECONOMICS,1.835
8330,"3,310",Issues in Mental Health Nursing,1.835
8330,"3,310",Issues in Mental Health Nursing,1.835
8333,468,Australasian Journal of Environmental Management,1.833
8333,524,Chemosensory Perception,1.833
8333,33,Electronic Research Archive,1.833
8333,"1,852",European Journal of International Law,1.833
8333,"2,658",JOURNAL OF APPLIED BIOMECHANICS,1.833
8333,779,JOURNAL OF ELASTOMERS AND PLASTICS,1.833
8333,681,"Journal of International Financial Management &
Accounting",1.833
8333,888,Journal of International Trade & Economic Development,1.833
8333,"1,284",PARLIAMENTARY AFFAIRS,1.833
8333,"2,290",PHYSIOLOGICAL ENTOMOLOGY,1.833
8333,612,Reviews in Computational Chemistry,1.833
8333,"3,442",WELDING JOURNAL,1.833
8345,"10,022",JOURNAL OF FORENSIC SCIENCES,1.832
8345,"4,571",PLANT BREEDING,1.832
8347,"1,346",Emu-Austral Ornithology,1.831
8347,"1,167",Future Virology,1.831
8347,605,Turkish Journal of Hematology,1.831
8350,"8,010",ASTROPHYSICS AND SPACE SCIENCE,1.830
8350,"4,089",Journal of Pediatric Urology,1.830
8350,413,Language and Cognition,1.830
8350,"3,844",PALAIOS,1.830
8354,"1,651",AMERICAN JOURNAL OF EDUCATION,1.829
8354,"1,196",ARMED FORCES & SOCIETY,1.829
8354,"1,719",Scandinavian Journal of Educational Research,1.829
8357,772,"DATA BASE FOR ADVANCES IN INFORMATION
SYSTEMS",1.828
8357,"3,969","JOURNAL FOR THE SCIENTIFIC STUDY OF
RELIGION",1.828
8357,"18,858","JOURNAL OF THE PHYSICAL SOCIETY OF
JAPAN",1.828
8357,170,Zeitschrift fur Sexualforschung,1.828
8361,"10,206",Arabian Journal of Geosciences,1.827
8361,381,Asian Herpetological Research,1.827
8361,"1,203",Environmental Hazards-Human and Policy Dimensions,1.827
8361,948,Journal of Applied Analysis and Computation,1.827
8361,"5,254",PEDIATRIC SURGERY INTERNATIONAL,1.827
8361,"2,225",THORACIC AND CARDIOVASCULAR SURGEON,1.827
8367,"3,570",JOURNAL OF BIOSCIENCES,1.826
8367,"5,739","JOURNAL OF COMPUTER ASSISTED
TOMOGRAPHY",1.826
8367,"1,739",Journal of Cognition and Development,1.826
8367,"1,330",Journal of Neurological Surgery Part B-Skull Base,1.826
8367,"1,422",Orthodontics & Craniofacial Research,1.826
8372,748,Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,1.825
8372,749,Ethics & International Affairs,1.825
8372,667,"INTERNATIONAL DEVELOPMENT PLANNING
REVIEW",1.825
8372,"3,780",THEORY AND SOCIETY,1.825
8376,"1,776",ADVANCES IN NURSING SCIENCE,1.824
8376,"1,776",ADVANCES IN NURSING SCIENCE,1.824
8376,"1,538",Current Nanoscience,1.824
8376,683,International Review of Finance,1.824
8376,"1,163",Sexual Development,1.824
8381,"2,142",JOURNAL OF PUBLIC HEALTH DENTISTRY,1.821
8381,"2,774",Journal of International Development,1.821
8381,"1,247",NATURAL RESOURCES FORUM,1.821
8381,"1,247",NATURAL RESOURCES FORUM,1.821
8381,"3,250",SOCIAL COGNITION,1.821
8386,"1,037",Cutaneous and Ocular Toxicology,1.820
8386,"1,164",LEARNING AND MOTIVATION,1.820
8386,"9,906",TEXTILE RESEARCH JOURNAL,1.820
8389,"1,968",EPILEPTIC DISORDERS,1.819
8389,"2,673",JOURNAL OF DOCUMENTATION,1.819
8389,"12,053","JOURNAL OF MATERIALS ENGINEERING AND
PERFORMANCE",1.819
8389,"2,419",SILVA FENNICA,1.819
8393,"5,852",BIOLOGICAL BULLETIN,1.818
8393,"2,358",DISCOURSE PROCESSES,1.818
8393,593,Decision Analysis,1.818
8393,745,Studies in Continuing Education,1.818
8397,"3,211",Breastfeeding Medicine,1.817
8397,"1,551","Compare-A Journal of Comparative and International
Education",1.817
8397,"3,458",LAW & SOCIETY REVIEW,1.817
8400,"1,467",BUSINESS HISTORY,1.816
8400,422,Journal of Cryptographic Engineering,1.816
8400,"1,262",LATERALITY,1.816
8400,743,Swiss Political Science Review,1.816
8404,562,Animal Cells and Systems,1.815
8404,"1,054",DIATOM RESEARCH,1.815
8404,430,Sahara J-Journal of Social Aspects of HIV-AIDS,1.815
8407,"2,830",Journal of Pediatric and Adolescent Gynecology,1.814
8408,640,Applied Biological Chemistry,1.813
8408,562,Landscape and Ecological Engineering,1.813
8408,609,Linguistic Approaches to Bilingualism,1.813
8411,"1,923",Hemodialysis International,1.812
8411,"1,173","INTERNATIONAL JOURNAL OF PSYCHIATRY IN
CLINICAL PRACTICE",1.812
8411,"1,715",Journal of Pediatric Health Care,1.812
8411,"1,715",Journal of Pediatric Health Care,1.812
8411,"2,802",PEDOBIOLOGIA,1.812
8416,"2,280",Brazilian Journal of Otorhinolaryngology,1.811
8416,"2,577","JOURNAL OF PORPHYRINS AND
PHTHALOCYANINES",1.811
8418,582,Health Security,1.810
8418,"7,207",JOURNAL OF MOLECULAR MODELING,1.810
8418,"1,412",Physical Communication,1.810
8421,"5,088","Cluster Computing-The Journal of Networks Software
Tools and Applications",1.809
8421,"1,594",European Journal of Finance,1.809
8421,"1,993","JOURNAL OF ONCOLOGY PHARMACY
PRACTICE",1.809
8421,"1,213",TIME & SOCIETY,1.809
8425,"3,986",AMERICAN JOURNAL OF OTOLARYNGOLOGY,1.808
8425,"2,743",BRAIN BEHAVIOR AND EVOLUTION,1.808
8425,"1,324",SOCIAL POLITICS,1.808
8428,974,Animal Reproduction,1.807
8428,"1,282","CRITICAL REVIEWS IN EUKARYOTIC GENE
EXPRESSION",1.807
8428,"1,221",European Journal of Social Work,1.807
8428,"1,854",Journal of Computational Electronics,1.807
8428,"1,210",Journal of Function Spaces,1.807
8433,"1,115",Acta Polytechnica Hungarica,1.806
8433,"1,097",Journal of Policy and Practice in Intellectual Disabilities,1.806
8433,"1,003",SOCIAL & LEGAL STUDIES,1.806
8436,"1,009",International Journal of Metalcasting,1.805
8436,"4,165",Journal of Cancer Research and Therapeutics,1.805
8436,"5,719",KSCE Journal of Civil Engineering,1.805
8436,734,"Norsk Geografisk Tidsskrift-Norwegian Journal of
Geography",1.805
8440,"7,139",JOURNAL OF MORPHOLOGY,1.804
8440,635,Processing and Application of Ceramics,1.804
8440,"17,365",SOLID STATE COMMUNICATIONS,1.804
8440,523,Vocations and Learning,1.804
8444,874,EUROPEAN HEART JOURNAL SUPPLEMENTS,1.803
8444,"2,449",JOURNAL OF RISK AND INSURANCE,1.803
8444,"2,422","NEW ZEALAND JOURNAL OF GEOLOGY AND
GEOPHYSICS",1.803
8444,"1,372",OPHTHALMIC GENETICS,1.803
8448,"7,106",ACI MATERIALS JOURNAL,1.802
8448,"7,679",DISEASES OF AQUATIC ORGANISMS,1.802
8448,"4,282",International Journal of Communication,1.802
8448,"1,607",JOURNAL OF SCHEDULING,1.802
8448,"1,271",Mobile Information Systems,1.802
8453,"1,430",Journal of Industrial and Management Optimization,1.801
8454,"3,283",ADVANCES IN STRUCTURAL ENGINEERING,1.800
8454,"1,244","AUSTRALIAN JOURNAL OF PUBLIC
ADMINISTRATION",1.800
8454,"1,469",Aquatic Biology,1.800
8454,494,China Perspectives,1.800
8454,494,Comparative Cytogenetics,1.800
8454,"1,070",Economics & Politics,1.800
8454,"2,103",European Financial Management,1.800
8454,"1,813",FEMINIST ECONOMICS,1.800
8454,542,INSECT SYSTEMATICS & EVOLUTION,1.800
8454,"1,615","JOURNAL OF MARINE SCIENCE AND
TECHNOLOGY",1.800
8454,"1,108",Journal of Geographical Systems,1.800
8465,"3,099",PLANT SOIL AND ENVIRONMENT,1.799
8466,"3,600","JOURNAL OF THE NATIONAL MEDICAL
ASSOCIATION",1.798
8467,"2,652",COMPARATIVE POLITICS,1.797
8467,"26,666",JOURNAL OF CRYSTAL GROWTH,1.797
8467,689,Journal of Applied Biomedicine,1.797
8470,"3,034","TRANSACTIONS OF THE INSTITUTE OF
MEASUREMENT AND CONTROL",1.796
8471,"1,808",Genetic Testing and Molecular Biomarkers,1.795
8471,"1,584",Plant Pathology Journal,1.795
8471,593,"Proceedings of the Institution of Civil Engineers-
Engineering Sustainability",1.795
8474,"2,993",INFANT MENTAL HEALTH JOURNAL,1.793
8475,708,Cultural Sociology,1.792
8475,"1,511","ONDERSTEPOORT JOURNAL OF VETERINARY
RESEARCH",1.792
8475,"1,721","VETERINARY CLINICS OF NORTH AMERICA-
EQUINE PRACTICE",1.792
8478,"1,661",ADVANCES IN CEMENT RESEARCH,1.791
8478,"2,250","JOURNAL OF PUBLIC HEALTH MANAGEMENT
AND PRACTICE",1.791
8478,"4,871","OXFORD BULLETIN OF ECONOMICS AND
STATISTICS",1.791
8478,"4,871","OXFORD BULLETIN OF ECONOMICS AND
STATISTICS",1.791
8478,"2,367",REVIEW OF ECONOMIC DYNAMICS,1.791
8478,"3,023",Security and Communication Networks,1.791
8484,593,Analysis and Applications,1.790
8485,769,CRITICAL ASIAN STUDIES,1.789
8485,"1,419",EURASIP Journal on Image and Video Processing,1.789
8485,"3,579",JOURNAL OF PHYTOPATHOLOGY,1.789
8485,932,Victims & Offenders,1.789
8489,"1,141",ADULT EDUCATION QUARTERLY,1.788
8489,"1,737",AUSTRALIAN PSYCHOLOGIST,1.788
8491,"1,166",CLINICAL SOCIAL WORK JOURNAL,1.787
8491,213,Computer Assisted Surgery,1.787
8491,"1,837",Contemporary Nurse,1.787
8491,"1,837",Contemporary Nurse,1.787
8491,"1,204",European Educational Research Journal,1.787
8496,"3,084","JOURNAL OF VETERINARY PHARMACOLOGY
AND THERAPEUTICS",1.786
8496,"2,861",MENDELEEV COMMUNICATIONS,1.786
8498,"4,337","INTERNATIONAL JOURNAL OF PLANT
SCIENCES",1.785
8498,"2,961",JOURNAL OF ELECTROCERAMICS,1.785
